Settle Date;Security;Maturity;Bid Price;Ask Price;Accrued
2022.06.23;D221019;2022.10.19;97.8354;97.8982;0
2022.06.23;D221228;2022.12.28;96.3035;96.4442;0
2022.06.23;A280323B22;2028.03.23;80.9567;81.9575;1.911
2022.06.23;A321124A22;2032.11.24;73.6606;75.1027;2.0171
2022.06.23;A320527G22;2032.05.27;73.1206;74.5166;0.3329
2022.06.23;D230222;2023.02.22;95.3163;95.4087;0
2022.06.23;D230419;2023.04.19;94.1176;94.3026;0
2022.06.24;A231124A07;2023.11.24;97.2427;97.5353;3.4849
2022.06.24;A281022A11;2028.10.22;91.3673;92.5402;4.5308
2022.06.24;A250624B14;2025.06.24;92.6043;93.2136;0
2022.06.24;A240626B15;2024.06.26;90.4654;90.8624;0
2022.06.24;A311022A15;2031.10.22;67.8478;69.1504;2.1815
2022.06.24;A271027A16;2027.10.27;76.9721;77.8948;1.9726
2022.06.24;A221026B17;2022.10.26;98.2919;98.3805;1.1555
2022.06.24;A261222D17;2026.12.22;78.9534;79.7651;1.3863
2022.06.24;A230726B18;2023.07.26;100.4;100.8003;1.0817
2022.06.24;A381027A18;2038.10.27;53.2358;54.6422;1.9726
2022.06.24;A241024C18;2024.10.24;87.9609;88.4477;1.6644
2022.06.24;A300821A19;2030.08.21;68.8514;70.1389;2.5233
2022.06.24;A251126C19;2025.11.26;78.605;79.097;0.5753
2022.06.24;A270422B20;2027.04.22;98.41;98.8;1.155
2022.06.24;A410425A20;2041.04.25;50.6441;52.0279;0.4932
2022.06.24;A230823C20;2023.08.23;93.2287;93.4709;1.2534
2022.06.24;A290523A20;2029.05.23;67.2718;68.3576;0.1753
2022.06.24;A260422E20;2026.04.22;77.6905;78.3898;0.2589
2022.06.24;A330420A20;2033.04.20;57.7523;59.1594;0.4007
2022.06.24;A340622A21;2034.06.22;54.9656;56.1531;0.0123
2022.06.24;A290822B21;2029.08.22;96.85;97.25;0.6243
2022.06.24;A260826F21;2026.08.26;75.9181;76.7181;1.2411
2022.06.24;A510428G21;2051.04.28;53.3007;54.9229;0.6247
2022.06.24;D221019;2022.10.19;97.9219;98.0092;0
2022.06.24;D221228;2022.12.28;96.3466;96.4866;0
2022.06.24;A280323B22;2028.03.23;81.8092;82.7052;1.9233
2022.06.24;A321124A22;2032.11.24;75.1068;76.3554;2.0301
2022.06.24;A320527G22;2032.05.27;74.4123;75.9508;0.3452
2022.06.24;D230222;2023.02.22;95.2733;95.4267;0
2022.06.24;D230419;2023.04.19;94.2098;94.3944;0
2022.06.27;A231124A07;2023.11.24;97.5361;97.8795;3.5342
2022.06.27;A281022A11;2028.10.22;92.4121;93.6934;4.5863
2022.06.27;A250624B14;2025.06.24;92.9845;93.6695;0.0452
2022.06.27;A240626B15;2024.06.26;90.7803;91.2276;0.0082
2022.06.27;A311022A15;2031.10.22;69.22;70.5024;2.2082
2022.06.27;A271027A16;2027.10.27;77.7796;78.7492;1.9973
2022.06.27;A221026B17;2022.10.26;98.4036;98.4779;1.1699
2022.06.27;A261222D17;2026.12.22;79.7331;80.5852;1.4089
2022.06.27;A230726B18;2023.07.26;100.5;100.7965;1.1367
2022.06.27;A381027A18;2038.10.27;54.9528;56.3565;1.9973
2022.06.27;A241024C18;2024.10.24;88.3353;88.7856;1.6849
2022.06.27;A300821A19;2030.08.21;70.0683;71.3825;2.5479
2022.06.27;A251126C19;2025.11.26;79.1406;79.6854;0.5836
2022.06.27;A270422B20;2027.04.22;98.42;98.89;1.21
2022.06.27;A410425A20;2041.04.25;52.1593;53.8555;0.5178
2022.06.27;A230823C20;2023.08.23;93.5253;93.7167;1.2658
2022.06.27;A290523A20;2029.05.23;68.2637;69.4088;0.1918
2022.06.27;A260422E20;2026.04.22;78.3482;79.0263;0.2712
2022.06.27;A330420A20;2033.04.20;59.1278;60.5746;0.4192
2022.06.27;A340622A21;2034.06.22;56.4328;57.8206;0.0308
2022.06.27;A290822B21;2029.08.22;97;97.3;0.681
2022.06.27;A260826F21;2026.08.26;76.6137;77.4214;1.2534
2022.06.27;A510428G21;2051.04.28;55.1339;57.2155;0.6575
2022.06.27;D221019;2022.10.19;97.9741;98.0592;0
2022.06.27;D221228;2022.12.28;96.4268;96.5649;0
2022.06.27;A280323B22;2028.03.23;82.7635;83.7113;1.9603
2022.06.27;A321124A22;2032.11.24;76.7699;78.2898;2.0692
2022.06.27;A320527G22;2032.05.27;75.9072;77.4273;0.3822
2022.06.27;D230222;2023.02.22;95.3592;95.4806;0
2022.06.27;D230419;2023.04.19;94.3011;94.5136;0
2022.06.28;A231124A07;2023.11.24;97.6673;97.9599;3.5507
2022.06.28;A281022A11;2028.10.22;93.144;94.2052;4.6048
2022.06.28;A250624B14;2025.06.24;93.3066;93.7479;0.0603
2022.06.28;A240626B15;2024.06.26;90.9733;91.4547;0.0164
2022.06.28;A311022A15;2031.10.22;69.8894;71.0819;2.2171
2022.06.28;A271027A16;2027.10.27;78.2537;79.1937;2.0055
2022.06.28;A221026B17;2022.10.26;98.435;98.518;1.1747
2022.06.28;A261222D17;2026.12.22;80.026;80.5952;1.4164
2022.06.28;A230726B18;2023.07.26;100.5;100.7953;1.155
2022.06.28;A381027A18;2038.10.27;55.5613;57.1113;2.0055
2022.06.28;A241024C18;2024.10.24;88.4787;88.8918;1.6918
2022.06.28;A300821A19;2030.08.21;70.8228;71.9619;2.5562
2022.06.28;A251126C19;2025.11.26;79.4268;79.8739;0.5863
2022.06.28;A270422B20;2027.04.22;98.42;98.89;1.2283
2022.06.28;A410425A20;2041.04.25;53.2216;54.7016;0.526
2022.06.28;A230823C20;2023.08.23;93.5502;93.8016;1.2699
2022.06.28;A290523A20;2029.05.23;68.8835;69.8323;0.1973
2022.06.28;A260422E20;2026.04.22;78.6045;79.0937;0.2753
2022.06.28;A330420A20;2033.04.20;59.9041;61.161;0.4253
2022.06.28;A340622A21;2034.06.22;57.0207;58.4259;0.037
2022.06.28;A290822B21;2029.08.22;97;97.3442;0.6999
2022.06.28;A260826F21;2026.08.26;77.0291;77.5503;1.2575
2022.06.28;A510428G21;2051.04.28;56.0526;58.1145;0.6685
2022.06.28;D221019;2022.10.19;98.0156;98.1001;0
2022.06.28;D221228;2022.12.28;96.5402;96.6778;0
2022.06.28;A280323B22;2028.03.23;83.2025;84.1562;1.9726
2022.06.28;A321124A22;2032.11.24;77.7631;79.1278;2.0822
2022.06.28;A320527G22;2032.05.27;76.8637;78.119;0.3945
2022.06.28;D230222;2023.02.22;95.3776;95.5592;0
2022.06.28;D230419;2023.04.19;94.4799;94.6778;0
2022.06.29;A231124A07;2023.11.24;97.4064;97.697;3.5671
2022.06.29;A281022A11;2028.10.22;91.3827;92.6447;4.6233
2022.06.29;A250624B14;2025.06.24;92.4864;93.0921;0.0753
2022.06.29;A240626B15;2024.06.26;90.5893;91.0504;0.0247
2022.06.29;A311022A15;2031.10.22;67.7319;69.1313;2.226
2022.06.29;A271027A16;2027.10.27;77.1253;78.0479;2.0137
2022.06.29;A221026B17;2022.10.26;98.4144;98.4936;1.1795
2022.06.29;A261222D17;2026.12.22;79.0063;79.7223;1.424
2022.06.29;A230726B18;2023.07.26;100.5;100.794;1.1733
2022.06.29;A381027A18;2038.10.27;53.6605;54.6019;2.0137
2022.06.29;A241024C18;2024.10.24;87.9144;88.4165;1.6986
2022.06.29;A300821A19;2030.08.21;68.8441;70.1294;2.5644
2022.06.29;A251126C19;2025.11.26;78.6306;79.1945;0.589
2022.06.29;A270422B20;2027.04.22;98.42;98.89;1.2467
2022.06.29;A410425A20;2041.04.25;51.0147;52.1037;0.5342
2022.06.29;A230823C20;2023.08.23;93.4849;93.6952;1.274
2022.06.29;A290523A20;2029.05.23;67.3989;68.4039;0.2027
2022.06.29;A260422E20;2026.04.22;77.7045;78.3475;0.2795
2022.06.29;A330420A20;2033.04.20;57.6369;58.9375;0.4315
2022.06.29;A340622A21;2034.06.22;54.8933;56.2869;0.0432
2022.06.29;A290822B21;2029.08.22;97;97.345;0.7188
2022.06.29;A260826F21;2026.08.26;75.8717;76.5254;1.2616
2022.06.29;A510428G21;2051.04.28;53.77;55.4154;0.6795
2022.06.29;D221019;2022.10.19;97.994;98.0687;0
2022.06.29;D221228;2022.12.28;96.502;96.6387;0
2022.06.29;A280323B22;2028.03.23;81.804;82.8155;1.9849
2022.06.29;A321124A22;2032.11.24;75.2396;76.6624;2.0952
2022.06.29;A320527G22;2032.05.27;74.3791;75.8597;0.4068
2022.06.29;D230222;2023.02.22;95.4262;95.5769;0
2022.06.29;D230419;2023.04.19;94.4976;94.629;0
2022.06.30;A231124A07;2023.11.24;97.386;97.7012;3.5836
2022.06.30;A281022A11;2028.10.22;90.9851;92.2846;4.6418
2022.06.30;A250624B14;2025.06.24;92.2513;92.9271;0.0904
2022.06.30;A240626B15;2024.06.26;90.4863;90.9296;0.0329
2022.06.30;A311022A15;2031.10.22;67.3451;68.684;2.2349
2022.06.30;A271027A16;2027.10.27;76.8537;77.8431;2.0219
2022.06.30;A221026B17;2022.10.26;98.5152;98.594;1.1842
2022.06.30;A261222D17;2026.12.22;78.8007;79.6388;1.4315
2022.06.30;A230726B18;2023.07.26;100.45;100.7928;1.1917
2022.06.30;A381027A18;2038.10.27;52.5741;54.1324;2.0219
2022.06.30;A241024C18;2024.10.24;87.8719;88.3358;1.7055
2022.06.30;A300821A19;2030.08.21;68.4448;69.7667;2.5726
2022.06.30;A251126C19;2025.11.26;78.4506;79.1106;0.5918
2022.06.30;A270422B20;2027.04.22;98.54;98.9;1.265
2022.06.30;A410425A20;2041.04.25;49.9593;51.5581;0.5425
2022.06.30;A230823C20;2023.08.23;93.4899;93.7097;1.2781
2022.06.30;A290523A20;2029.05.23;67.0115;68.13;0.2082
2022.06.30;A260422E20;2026.04.22;77.4788;78.1994;0.2836
2022.06.30;A330420A20;2033.04.20;57.2014;58.5904;0.4377
2022.06.30;A340622A21;2034.06.22;54.4944;55.8754;0.0493
2022.06.30;A290822B21;2029.08.22;97;97.3457;0.7378
2022.06.30;A260826F21;2026.08.26;75.8004;76.5956;1.2658
2022.06.30;A510428G21;2051.04.28;52.9124;54.721;0.6904
2022.06.30;D221019;2022.10.19;98.0204;98.1094;0
2022.06.30;D221228;2022.12.28;96.5205;96.6565;0
2022.06.30;A280323B22;2028.03.23;81.618;82.5871;1.9973
2022.06.30;A321124A22;2032.11.24;74.6842;76.1502;2.1082
2022.06.30;A320527G22;2032.05.27;74.0055;75.4763;0.4192
2022.06.30;D230222;2023.02.22;95.4445;95.6248;0
2022.06.30;D230419;2023.04.19;94.4353;94.6463;0
2022.07.01;A231124A07;2023.11.24;97.3909;97.7308;3.6
2022.07.01;A281022A11;2028.10.22;91.2552;92.5139;4.6603
2022.07.01;A250624B14;2025.06.24;92.137;92.7386;0.1055
2022.07.01;A240626B15;2024.06.26;90.3513;90.8257;0.0411
2022.07.01;A311022A15;2031.10.22;67.7449;69.0428;2.2438
2022.07.01;A271027A16;2027.10.27;76.8283;77.7456;2.0301
2022.07.01;A221026B17;2022.10.26;98.4497;98.5276;1.189
2022.07.01;A261222D17;2026.12.22;78.4427;79.2134;1.439
2022.07.01;A230726B18;2023.07.26;100.5;100.8072;1.21
2022.07.01;A381027A18;2038.10.27;53.7849;55.0885;2.0301
2022.07.01;A241024C18;2024.10.24;87.7191;88.1627;1.7123
2022.07.01;A300821A19;2030.08.21;68.814;70.0515;2.5808
2022.07.01;A251126C19;2025.11.26;78.2474;78.8312;0.5945
2022.07.01;A270422B20;2027.04.22;98.59;99.04;1.2833
2022.07.01;A410425A20;2041.04.25;50.9014;52.3557;0.5507
2022.07.01;A230823C20;2023.08.23;93.4751;93.7143;1.2822
2022.07.01;A290523A20;2029.05.23;67.2191;68.3414;0.2137
2022.07.01;A260422E20;2026.04.22;77.4925;78.1323;0.2877
2022.07.01;A330420A20;2033.04.20;57.9472;59.4089;0.4438
2022.07.01;A340622A21;2034.06.22;55.2111;56.5086;0.0555
2022.07.01;A290822B21;2029.08.22;97.1214;97.4786;0.7567
2022.07.01;A260826F21;2026.08.26;75.6449;76.3236;1.2699
2022.07.01;A510428G21;2051.04.28;53.9058;55.4875;0.7014
2022.07.01;D221019;2022.10.19;98.0232;98.1025;0
2022.07.01;D221228;2022.12.28;96.6557;96.7914;0
2022.07.01;A280323B22;2028.03.23;81.5863;82.5936;2.0096
2022.07.01;A321124A22;2032.11.24;75.4731;76.901;2.1212
2022.07.01;A320527G22;2032.05.27;74.6045;76.2017;0.4315
2022.07.01;D230222;2023.02.22;95.7024;95.8648;0
2022.07.01;D230419;2023.04.19;94.6273;94.8384;0
2022.07.01;D230628;2023.06.28;93.0481;93.2663;0
2022.07.04;A231124A07;2023.11.24;97.593;97.8189;3.6493
2022.07.04;A281022A11;2028.10.22;92.2057;93.2966;4.7158
2022.07.04;A250624B14;2025.06.24;92.4658;92.9478;0.1507
2022.07.04;A240626B15;2024.06.26;90.5985;90.909;0.0658
2022.07.04;A311022A15;2031.10.22;69.4163;70.2866;2.2705
2022.07.04;A271027A16;2027.10.27;77.667;78.2725;2.0548
2022.07.04;A221026B17;2022.10.26;98.4918;98.5736;1.2034
2022.07.04;A261222D17;2026.12.22;79.307;79.8364;1.4616
2022.07.04;A230726B18;2023.07.26;100.5;100.8034;1.265
2022.07.04;A381027A18;2038.10.27;55.1604;56.3213;2.0548
2022.07.04;A241024C18;2024.10.24;87.9612;88.3122;1.7329
2022.07.04;A300821A19;2030.08.21;70.3058;71.1489;2.6055
2022.07.04;A251126C19;2025.11.26;78.6565;79.1447;0.6027
2022.07.04;A270422B20;2027.04.22;98.75;99.09;1.3383
2022.07.04;A410425A20;2041.04.25;51.9957;53.7475;0.5753
2022.07.04;A230823C20;2023.08.23;93.6389;93.8075;1.2945
2022.07.04;A290523A20;2029.05.23;68.5721;69.2254;0.2301
2022.07.04;A260422E20;2026.04.22;77.9586;78.5211;0.3
2022.07.04;A330420A20;2033.04.20;59.5307;60.5144;0.4623
2022.07.04;A340622A21;2034.06.22;56.3685;57.8066;0.074
2022.07.04;A290822B21;2029.08.22;97.25;97.45;0.8134
2022.07.04;A260826F21;2026.08.26;76.3066;76.8481;1.2822
2022.07.04;A510428G21;2051.04.28;55.2098;57.2217;0.7342
2022.07.04;D221019;2022.10.19;98.1333;98.2049;0
2022.07.04;D221228;2022.12.28;96.7786;96.9124;0
2022.07.04;A280323B22;2028.03.23;82.6519;83.3582;2.0466
2022.07.04;A321124A22;2032.11.24;76.7395;78.3157;2.1603
2022.07.04;A320527G22;2032.05.27;75.8798;77.454;0.4685
2022.07.04;D230222;2023.02.22;95.731;95.9033;0
2022.07.04;D230419;2023.04.19;94.6867;94.8598;0
2022.07.04;D230628;2023.06.28;93.2143;93.4314;0
2022.07.05;A231124A07;2023.11.24;97.6851;97.8858;3.6658
2022.07.05;A281022A11;2028.10.22;92.0285;93.2992;4.7342
2022.07.05;A250624B14;2025.06.24;92.208;92.8805;0.1658
2022.07.05;A240626B15;2024.06.26;90.464;90.8876;0.074
2022.07.05;A311022A15;2031.10.22;68.8665;70.1381;2.2795
2022.07.05;A271027A16;2027.10.27;77.5348;78.103;2.063
2022.07.05;A221026B17;2022.10.26;98.5599;98.6412;1.2082
2022.07.05;A261222D17;2026.12.22;79.1009;79.7841;1.4692
2022.07.05;A230726B18;2023.07.26;100.51;100.9;1.2833
2022.07.05;A381027A18;2038.10.27;54.5064;55.8938;2.063
2022.07.05;A241024C18;2024.10.24;87.7905;88.251;1.7397
2022.07.05;A300821A19;2030.08.21;69.8041;71.109;2.6137
2022.07.05;A251126C19;2025.11.26;78.4289;79.0125;0.6055
2022.07.05;A270422B20;2027.04.22;98.8;99.15;1.3567
2022.07.05;A410425A20;2041.04.25;51.8763;53.3683;0.5836
2022.07.05;A230823C20;2023.08.23;93.5945;93.8616;1.2986
2022.07.05;A290523A20;2029.05.23;68.5813;69.1935;0.2356
2022.07.05;A260422E20;2026.04.22;77.7592;78.4536;0.3041
2022.07.05;A330420A20;2033.04.20;59.078;60.4685;0.4685
2022.07.05;A340622A21;2034.06.22;56.2696;57.3282;0.0801
2022.07.05;A290822B21;2029.08.22;97.1243;97.45;0.8323
2022.07.05;A260826F21;2026.08.26;76.0652;76.8612;1.2863
2022.07.05;A510428G21;2051.04.28;54.9325;56.4907;0.7452
2022.07.05;D221019;2022.10.19;98.1362;98.2157;0
2022.07.05;D221228;2022.12.28;96.888;97.012;0
2022.07.05;A280323B22;2028.03.23;82.3082;83.1675;2.0589
2022.07.05;A321124A22;2032.11.24;76.7435;78.2012;2.1733
2022.07.05;A320527G22;2032.05.27;75.8839;77.4009;0.4808
2022.07.05;D230222;2023.02.22;95.784;95.9499;0
2022.07.05;D230419;2023.04.19;94.7688;94.9487;0
2022.07.05;D230628;2023.06.28;93.2751;93.4919;0
2022.07.06;A231124A07;2023.11.24;97.752;98.0028;3.6822
2022.07.06;A281022A11;2028.10.22;91.9416;93.0732;4.7527
2022.07.06;A250624B14;2025.06.24;92.2138;92.621;0.1808
2022.07.06;A240626B15;2024.06.26;90.4596;90.8827;0.0822
2022.07.06;A311022A15;2031.10.22;68.9232;70.1958;2.2884
2022.07.06;A271027A16;2027.10.27;77.3326;78.2193;2.0712
2022.07.06;A221026B17;2022.10.26;98.6501;98.731;1.213
2022.07.06;A261222D17;2026.12.22;79.0498;79.5764;1.4767
2022.07.06;A230726B18;2023.07.26;100.51;100.9;1.3017
2022.07.06;A381027A18;2038.10.27;54.2147;55.7141;2.0712
2022.07.06;A241024C18;2024.10.24;87.8038;88.2822;1.7466
2022.07.06;A300821A19;2030.08.21;69.8116;70.975;2.6219
2022.07.06;A251126C19;2025.11.26;78.7107;79.1251;0.6082
2022.07.06;A270422B20;2027.04.22;98.9;99.25;1.375
2022.07.06;A410425A20;2041.04.25;51.5151;53.0556;0.5918
2022.07.06;A230823C20;2023.08.23;93.8067;94.0742;1.3027
2022.07.06;A290523A20;2029.05.23;68.2668;69.0387;0.2411
2022.07.06;A260422E20;2026.04.22;77.7728;78.2257;0.3082
2022.07.06;A330420A20;2033.04.20;58.983;60.2664;0.4747
2022.07.06;A340622A21;2034.06.22;56.2231;57.2804;0.0863
2022.07.06;A290822B21;2029.08.22;97.05;97.35;0.8513
2022.07.06;A260826F21;2026.08.26;76.1068;76.6173;1.2904
2022.07.06;A510428G21;2051.04.28;54.5888;56.347;0.7562
2022.07.06;D221019;2022.10.19;98.1675;98.2322;0
2022.07.06;D221228;2022.12.28;96.9142;97.0056;0
2022.07.06;A280323B22;2028.03.23;82.3148;83.2919;2.0712
2022.07.06;A321124A22;2032.11.24;76.7474;78.205;2.1863
2022.07.06;A320527G22;2032.05.27;75.8878;77.291;0.4932
2022.07.06;D230222;2023.02.22;95.8132;95.9666;0
2022.07.06;D230419;2023.04.19;94.786;94.9654;0
2022.07.06;D230628;2023.06.28;93.2323;93.4223;0
2022.07.07;A231124A07;2023.11.24;97.644;97.8438;3.6986
2022.07.07;A281022A11;2028.10.22;91.0079;91.8997;4.7712
2022.07.07;A250624B14;2025.06.24;91.6493;92.0765;0.1959
2022.07.07;A240626B15;2024.06.26;90.2453;90.5688;0.0904
2022.07.07;A311022A15;2031.10.22;67.6855;68.6785;2.2973
2022.07.07;A271027A16;2027.10.27;76.3986;77.1311;2.0795
2022.07.07;A221026B17;2022.10.26;98.6107;98.6878;1.2178
2022.07.07;A261222D17;2026.12.22;78.2032;78.753;1.4842
2022.07.07;A230726B18;2023.07.26;100.51;100.95;1.32
2022.07.07;A381027A18;2038.10.27;52.715;53.8666;2.0795
2022.07.07;A241024C18;2024.10.24;87.5795;87.9454;1.7534
2022.07.07;A300821A19;2030.08.21;68.7243;69.6352;2.6301
2022.07.07;A251126C19;2025.11.26;77.9058;78.3384;0.611
2022.07.07;A270422B20;2027.04.22;98.9;99.25;1.3933
2022.07.07;A410425A20;2041.04.25;49.864;51.0379;0.6
2022.07.07;A230823C20;2023.08.23;93.9693;94.1476;1.3068
2022.07.07;A290523A20;2029.05.23;66.9996;67.794;0.2466
2022.07.07;A260422E20;2026.04.22;77.0218;77.4952;0.3123
2022.07.07;A330420A20;2033.04.20;57.7885;58.7873;0.4808
2022.07.07;A340622A21;2034.06.22;54.6368;55.606;0.0925
2022.07.07;A290822B21;2029.08.22;97.1;97.4;0.8702
2022.07.07;A260826F21;2026.08.26;75.2236;75.7263;1.2945
2022.07.07;A510428G21;2051.04.28;52.6587;53.9783;0.7671
2022.07.07;D221019;2022.10.19;98.2711;98.3381;0
2022.07.07;D221228;2022.12.28;96.9313;97.0222;0
2022.07.07;A280323B22;2028.03.23;81.5887;82.2826;2.0836
2022.07.07;A321124A22;2032.11.24;75.554;76.4641;2.1993
2022.07.07;A320527G22;2032.05.27;74.7384;75.8365;0.5055
2022.07.07;D230222;2023.02.22;95.9481;96.0423;0
2022.07.07;D230419;2023.04.19;94.9462;95.1328;0
2022.07.07;D230628;2023.06.28;93.2671;93.4827;0
2022.07.08;A231124A07;2023.11.24;96.87;97.0667;3.7151
2022.07.08;A281022A11;2028.10.22;88.6168;89.5213;4.7897
2022.07.08;A250624B14;2025.06.24;90.5303;91.0201;0.211
2022.07.08;A240626B15;2024.06.26;89.1086;89.4255;0.0986
2022.07.08;A311022A15;2031.10.22;66.9104;67.9386;2.3062
2022.07.08;A271027A16;2027.10.27;74.9021;75.6506;2.0877
2022.07.08;A221026B17;2022.10.26;98.4653;98.544;1.2226
2022.07.08;A261222D17;2026.12.22;76.8911;77.5791;1.4918
2022.07.08;A230726B18;2023.07.26;100.55;100.95;1.3383
2022.07.08;A381027A18;2038.10.27;52.0993;53.406;2.0877
2022.07.08;A241024C18;2024.10.24;86.438;86.7966;1.7603
2022.07.08;A300821A19;2030.08.21;67.7025;68.7319;2.6384
2022.07.08;A251126C19;2025.11.26;76.8069;77.3022;0.6137
2022.07.08;A270422B20;2027.04.22;98.9;99.25;1.4117
2022.07.08;A410425A20;2041.04.25;49.237;50.5668;0.6082
2022.07.08;A230823C20;2023.08.23;93.0451;93.2003;1.311
2022.07.08;A290523A20;2029.05.23;65.7616;66.5771;0.2521
2022.07.08;A260422E20;2026.04.22;75.9719;76.4885;0.3164
2022.07.08;A330420A20;2033.04.20;56.8653;57.9932;0.487
2022.07.08;A340622A21;2034.06.22;53.9915;55.1503;0.0986
2022.07.08;A290822B21;2029.08.22;97.1;97.375;0.8891
2022.07.08;A260826F21;2026.08.26;74.1359;74.7668;1.2986
2022.07.08;A510428G21;2051.04.28;51.9559;53.4449;0.7781
2022.07.08;D221019;2022.10.19;98.2018;98.2764;0
2022.07.08;D221228;2022.12.28;96.8176;96.9484;0
2022.07.08;A280323B22;2028.03.23;79.7815;80.6443;2.0959
2022.07.08;A321124A22;2032.11.24;74.2192;75.5017;2.2123
2022.07.08;A320527G22;2032.05.27;73.5049;74.7426;0.5178
2022.07.08;D230222;2023.02.22;95.8363;96.0001;0
2022.07.08;D230419;2023.04.19;94.9131;95.106;0
2022.07.08;D230628;2023.06.28;93.0281;93.1991;0
2022.07.11;A231124A07;2023.11.24;95.7404;96.0401;3.7644
2022.07.11;A281022A11;2028.10.22;86.9402;87.7793;4.8452
2022.07.11;A250624B14;2025.06.24;89.1747;89.7906;0.2562
2022.07.11;A240626B15;2024.06.26;88.1036;88.5383;0.1233
2022.07.11;A311022A15;2031.10.22;65.1191;66.3997;2.3329
2022.07.11;A271027A16;2027.10.27;73.3662;74.2279;2.1123
2022.07.11;A221026B17;2022.10.26;98.3161;98.3921;1.237
2022.07.11;A261222D17;2026.12.22;75.7782;76.364;1.5144
2022.07.11;A230726B18;2023.07.26;100.6;100.1;1.3933
2022.07.11;A381027A18;2038.10.27;51.2819;52.3355;2.1123
2022.07.11;A241024C18;2024.10.24;85.4574;85.8969;1.7808
2022.07.11;A300821A19;2030.08.21;66.2397;67.3288;2.663
2022.07.11;A251126C19;2025.11.26;75.9018;76.0172;0.6219
2022.07.11;A270422B20;2027.04.22;98.9;99.25;1.4667
2022.07.11;A410425A20;2041.04.25;48.4041;49.6453;0.6329
2022.07.11;A230823C20;2023.08.23;92.2456;92.2929;1.3233
2022.07.11;A290523A20;2029.05.23;64.3091;65.2164;0.2685
2022.07.11;A260422E20;2026.04.22;74.7702;75.3513;0.3288
2022.07.11;A330420A20;2033.04.20;55.7842;56.7402;0.5055
2022.07.11;A340622A21;2034.06.22;52.7354;54.109;0.1171
2022.07.11;A290822B21;2029.08.22;97.15;97.3;0.9458
2022.07.11;A260826F21;2026.08.26;72.8588;73.5555;1.311
2022.07.11;A510428G21;2051.04.28;50.536;52.2125;0.811
2022.07.11;D221019;2022.10.19;98.1461;98.2131;0
2022.07.11;D221228;2022.12.28;96.5795;96.7118;0
2022.07.11;A280323B22;2028.03.23;78.2956;78.8798;2.1329
2022.07.11;A321124A22;2032.11.24;72.6016;73.957;2.2514
2022.07.11;A320527G22;2032.05.27;71.8915;73.2525;0.5548
2022.07.11;D230222;2023.02.22;95.4519;95.618;0
2022.07.11;D230419;2023.04.19;94.3114;94.486;0
2022.07.11;D230628;2023.06.28;92.7453;92.956;0
2022.07.12;A231124A07;2023.11.24;95.7843;96.0837;3.7808
2022.07.12;A281022A11;2028.10.22;87.7414;88.7185;4.8637
2022.07.12;A250624B14;2025.06.24;89.6382;90.2349;0.2712
2022.07.12;A240626B15;2024.06.26;88.4748;88.8491;0.1315
2022.07.12;A311022A15;2031.10.22;66.4065;67.3751;2.3418
2022.07.12;A271027A16;2027.10.27;73.9057;74.6739;2.1205
2022.07.12;A221026B17;2022.10.26;98.3666;98.4339;1.2418
2022.07.12;A261222D17;2026.12.22;76.5527;76.9375;1.5219
2022.07.12;A230726B18;2023.07.26;100.65;100.9545;1.4117
2022.07.12;A381027A18;2038.10.27;52.5084;53.6534;2.1205
2022.07.12;A241024C18;2024.10.24;85.9122;86.2658;1.7877
2022.07.12;A300821A19;2030.08.21;66.9859;68.1791;2.6712
2022.07.12;A251126C19;2025.11.26;76.4743;76.7543;0.6247
2022.07.12;A270422B20;2027.04.22;98.95;99.3;1.485
2022.07.12;A410425A20;2041.04.25;50.1105;51.172;0.6411
2022.07.12;A230823C20;2023.08.23;92.4055;92.576;1.3274
2022.07.12;A290523A20;2029.05.23;65.1502;65.8782;0.274
2022.07.12;A260422E20;2026.04.22;75.5441;75.9272;0.3329
2022.07.12;A330420A20;2033.04.20;56.7953;57.7723;0.5116
2022.07.12;A340622A21;2034.06.22;54.0652;55.1229;0.1233
2022.07.12;A290822B21;2029.08.22;97.1;97.35;0.9648
2022.07.12;A260826F21;2026.08.26;73.3012;74.0028;1.3151
2022.07.12;A510428G21;2051.04.28;52.0227;53.9155;0.8219
2022.07.12;D221019;2022.10.19;98.1696;98.2439;0
2022.07.12;D221228;2022.12.28;96.814;96.9286;0
2022.07.12;A280323B22;2028.03.23;78.741;79.5141;2.1452
2022.07.12;A321124A22;2032.11.24;74.1261;75.125;2.2644
2022.07.12;A320527G22;2032.05.27;72.8347;74.2723;0.5671
2022.07.12;D230222;2023.02.22;95.7339;95.7969;0
2022.07.12;D230419;2023.04.19;94.4766;94.6581;0
2022.07.12;D230628;2023.06.28;92.8147;93.0505;0
2022.07.13;A231124A07;2023.11.24;95.8161;96.139;3.7973
2022.07.13;A281022A11;2028.10.22;87.9569;88.8938;4.8822
2022.07.13;A250624B14;2025.06.24;89.8059;90.4268;0.2863
2022.07.13;A240626B15;2024.06.26;88.6291;89.0508;0.1397
2022.07.13;A311022A15;2031.10.22;66.7019;67.7248;2.3507
2022.07.13;A271027A16;2027.10.27;74.2156;75.1227;2.1288
2022.07.13;A221026B17;2022.10.26;98.3844;98.4458;1.2466
2022.07.13;A261222D17;2026.12.22;76.5939;77.2765;1.5295
